brand_name,place_id,found_name,rating,reviews,lat,lng,maps_url
ศูนย์รักษาโรคปวดหลังเรื้อรัง หมอแวร์สมิงสหคลินิก,0x311d60767ab4e743:0x212326bd6fad5be0,ศูนย์รักษาไมเกรนและโรคปวดหลังเรื้อรัง คลินิกหมอแวร์สมิง,,,13.6861735,100.64847,"https://www.google.com/maps/place/%E0%B8%A8%E0%B8%B9%E0%B8%99%E0%B8%A2%E0%B9%8C%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B8%B2%E0%B9%84%E0%B8%A1%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B8%99%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B9%82%E0%B8%A3%E0%B8%84%E0%B8%9B%E0%B8%A7%E0%B8%94%E0%B8%AB%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B9%80%E0%B8%A3%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%A3%E0%B8%B1%E0%B8%87+%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%AB%E0%B8%A1%E0%B8%AD%E0%B9%81%E0%B8%A7%E0%B8%A3%E0%B9%8C%E0%B8%AA%E0%B8%A1%E0%B8%B4%E0%B8%87/@13.6861735,100.64847,17z/data=!3m1!4b1!4m6!3m5!1s0x311d60767ab4e743:0x212326bd6fad5be0!8m2!3d13.6861735!4d100.64847!16s%2Fg%2F11bzv88pc4?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D"
Oracle Clinic Thailand (โอราเคิลคลินิกเวชกรรม),0x30e29fa7b651b779:0xa16b0ba4ee9c001a,ผลลัพธ์,,,13.728343,100.5810975,"https://www.google.com/maps/place/Oracle+Clinic+Thailand+(%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2%E0%B8%A1%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%8A%E0%B9%88+%E0%B8%97%E0%B8%AD%E0%B8%87%E0%B8%AB%E0%B8%A5%E0%B9%88%E0%B8%AD)/@13.7138777,100.5038423,12z/data=!4m10!1m2!2m1!1zT3JhY2xlIENsaW5pYyBUaGFpbGFuZCAo4LmC4Lit4Lij4Liy4LmA4LiE4Li04Lil4LiE4Lil4Li04LiZ4Li04LiB4LmA4Lin4LiK4LiB4Lij4Lij4LihKSBCYW5na29r!3m6!1s0x30e29fa7b651b779:0xa16b0ba4ee9c001a!8m2!3d13.728343!4d100.5810975!15sCmBPcmFjbGUgQ2xpbmljIFRoYWlsYW5kICjguYLguK3guKPguLLguYDguITguLTguKXguITguKXguLTguJnguLTguIHguYDguKfguIrguIHguKPguKPguKEpIEJhbmdrb2taZSJjb3JhY2xlIGNsaW5pYyB0aGFpbGFuZCDguYLguK0g4Lij4LiyIOC5gOC4hOC4tCDguKUg4LiE4Lil4Li04LiZ4Li04LiBIOC5gOC4p-C4iuC4geC4o-C4o-C4oSBiYW5na29rkgEMYmVhdXR5X3NhbG9umgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU55YlRoSFJ6WjNSUkFC4AEA-gEECAAQOg!16s%2Fg%2F11vscwqn05?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
DermaPride Clinics (เดอร์มาไพรด์ คลินิกเวชกรรม),0x311d7dddb6e26b35:0x64b201d4323543d,DermaPride Clinics,,,13.8792187,100.6440928,"https://www.google.com/maps/place/DermaPride+Clinics/@13.8792187,100.6440928,17z/data=!3m1!4b1!4m6!3m5!1s0x311d7dddb6e26b35:0x64b201d4323543d!8m2!3d13.8792187!4d100.6440928!16s%2Fg%2F11gk37lx5z?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D"
Dermatige Aesthetics (ดีแมททีจคลินิกเวชกรรม),0x311d63dd222eacf5:0x72276dbf3462c185,ผลลัพธ์,,,13.8121196,100.6197191,"https://www.google.com/maps/place/Dermatige+Aesthetics+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2+%E0%B9%80%E0%B8%94%E0%B8%AD%E0%B8%B0%E0%B8%84%E0%B8%A3%E0%B8%B4%E0%B8%AA%E0%B8%95%E0%B8%B1%E0%B8%A5+%E0%B9%80%E0%B8%AD%E0%B8%81%E0%B8%A1%E0%B8%B1%E0%B8%A2-%E0%B8%A3%E0%B8%B2%E0%B8%A1%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B8%B2/@13.7380648,100.5361569,12z/data=!4m10!1m2!2m1!1zRGVybWF0aWdlIEFlc3RoZXRpY3MgKOC4lOC4teC5geC4oeC4l-C4l-C4teC4iOC4hOC4peC4tOC4meC4tOC4geC5gOC4p-C4iuC4geC4o-C4o-C4oSkgQmFuZ2tvaw!3m6!1s0x311d63dd222eacf5:0x72276dbf3462c185!8m2!3d13.8121196!4d100.6197191!15sCl5EZXJtYXRpZ2UgQWVzdGhldGljcyAo4LiU4Li14LmB4Lih4LiX4LiX4Li14LiI4LiE4Lil4Li04LiZ4Li04LiB4LmA4Lin4LiK4LiB4Lij4Lij4LihKSBCYW5na29rWmQiYmRlcm1hdGlnZSBhZXN0aGV0aWNzIOC4lOC4tSDguYHguKEg4LiXIOC4l-C4tSDguIgg4LiE4Lil4Li04LiZ4Li04LiBIOC5gOC4p-C4iuC4geC4o-C4o-C4oSBiYW5na29rkgEMYmVhdXR5X3NhbG9umgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5UVVJ2TWpZM016Vm5SUkFC4AEA-gEECAAQQQ!16s%2Fg%2F11x1_8x4np?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D"
MRC ศูนย์ฟื้นฟูสุขภาพ และศูนย์ดูแลผู้สูงอายุ,0x311d63d2dbf9cc45:0xac0f4fda495dc5a1,MRC ศูนย์ฟื้นฟูสุขภาพและศูนย์ดูแลผู้สูงอายุ,,,13.7964281,100.6489019,"https://www.google.com/maps/place/MRC+%E0%B8%A8%E0%B8%B9%E0%B8%99%E0%B8%A2%E0%B9%8C%E0%B8%9F%E0%B8%B7%E0%B9%89%E0%B8%99%E0%B8%9F%E0%B8%B9%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%A0%E0%B8%B2%E0%B8%9E%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B8%A8%E0%B8%B9%E0%B8%99%E0%B8%A2%E0%B9%8C%E0%B8%94%E0%B8%B9%E0%B9%81%E0%B8%A5%E0%B8%9C%E0%B8%B9%E0%B9%89%E0%B8%AA%E0%B8%B9%E0%B8%87%E0%B8%AD%E0%B8%B2%E0%B8%A2%E0%B8%B8/@13.7964281,100.6489019,17z/data=!3m1!4b1!4m6!3m5!1s0x311d63d2dbf9cc45:0xac0f4fda495dc5a1!8m2!3d13.7964281!4d100.6489019!16s%2Fg%2F11q1tbt22t?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Seoa Wellness Clinic (โซอา คลินิกเวชกรรม),0x30e29f00118fd4e1:0x92a6611d5543166c,Seoa wellness clinic(โซอา คลินิก),,,13.7193118,100.5847351,"https://www.google.com/maps/place/Seoa+wellness+clinic(%E0%B9%82%E0%B8%8B%E0%B8%AD%E0%B8%B2+%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81)/@13.7193118,100.5847351,17z/data=!3m1!4b1!4m6!3m5!1s0x30e29f00118fd4e1:0x92a6611d5543166c!8m2!3d13.7193118!4d100.5847351!16s%2Fg%2F11x8g9rnr3?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Nova Medical Clinic (โนว่าคลินิกเวชกรรม),0x30e29b2c382d4aa7:0x4d9279d7ee55eae1,ผลลัพธ์,,,13.8617026,100.5002324,"https://www.google.com/maps/place/Nova+Medical+Clinic+by+Dr.Mai/@13.7975058,100.5636483,12z/data=!4m10!1m2!2m1!1zTm92YSBNZWRpY2FsIENsaW5pYyAo4LmC4LiZ4Lin4LmI4Liy4LiE4Lil4Li04LiZ4Li04LiB4LmA4Lin4LiK4LiB4Lij4Lij4LihKSBCYW5na29r!3m6!1s0x30e29b2c382d4aa7:0x4d9279d7ee55eae1!8m2!3d13.8617026!4d100.5002324!15sClROb3ZhIE1lZGljYWwgQ2xpbmljICjguYLguJnguKfguYjguLLguITguKXguLTguJnguLTguIHguYDguKfguIrguIHguKPguKPguKEpIEJhbmdrb2taVyJVbm92YSBtZWRpY2FsIGNsaW5pYyDguYLguJkg4Lin4LmI4LiyIOC4hOC4peC4tOC4meC4tOC4gSDguYDguKfguIrguIHguKPguKPguKEgYmFuZ2tva5IBFnBsYXN0aWNfc3VyZ2VyeV9jbGluaWOaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTkVkVFJQUlhkUlJSQULgAQD6AQQIRxBE!16s%2Fg%2F11t7xtjr4z?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,0x30e2bd88ff54119f:0xfc5d9b94244029d6,โรงพยาบาลวิชัยเวช อินเตอร์เนชั่นแนล หนองแขม,,,13.7074691,100.3606769,"https://www.google.com/maps/place/%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%A7%E0%B8%B4%E0%B8%8A%E0%B8%B1%E0%B8%A2%E0%B9%80%E0%B8%A7%E0%B8%8A+%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%99%E0%B8%8A%E0%B8%B1%E0%B9%88%E0%B8%99%E0%B9%81%E0%B8%99%E0%B8%A5+%E0%B8%AB%E0%B8%99%E0%B8%AD%E0%B8%87%E0%B9%81%E0%B8%82%E0%B8%A1/@13.7074691,100.3606769,17z/data=!3m1!4b1!4m6!3m5!1s0x30e2bd88ff54119f:0xfc5d9b94244029d6!8m2!3d13.7074691!4d100.3606769!16s%2Fg%2F1tdd7913?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D"
AQUA BKK Aesthetic u0026 Wellness Clinic,0x30e29ff2db2be5b1:0x85d758f391462d46,AQUA BKK Aesthetic & Wellness Clinic,,,13.7334138,100.582211,"https://www.google.com/maps/place/AQUA+BKK+Aesthetic+%26+Wellness+Clinic/@13.7334138,100.582211,17z/data=!3m1!4b1!4m6!3m5!1s0x30e29ff2db2be5b1:0x85d758f391462d46!8m2!3d13.7334138!4d100.582211!16s%2Fg%2F11vpf3b1s8?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
The Fit Clinic (เดอะฟิต คลินิกเวชกรรม),0x30e29f6a079feaed:0x4e197b5b659c400,,,,13.7313328,100.5665538,"https://www.google.com/maps/place/The+Fit+Clinic/@13.7313328,100.4223582,12z/data=!4m10!1m2!2m1!1zVGhlIEZpdCBDbGluaWMgKOC5gOC4lOC4reC4sOC4n-C4tOC4lSDguITguKXguLTguJnguLTguIHguYDguKfguIrguIHguKPguKPguKEpIEJhbmdrb2s!3m6!1s0x30e29f6a079feaed:0x4e197b5b659c400!8m2!3d13.7313328!4d100.5665538!15sClZUaGUgRml0IENsaW5pYyAo4LmA4LiU4Lit4Liw4Lif4Li04LiVIOC4hOC4peC4tOC4meC4tOC4geC5gOC4p-C4iuC4geC4o-C4o-C4oSkgQmFuZ2tva1pYIlZ0aGUgZml0IGNsaW5pYyDguYDguJTguK3guLAg4Lif4Li04LiVIOC4hOC4peC4tOC4meC4tOC4gSDguYDguKfguIrguIHguKPguKPguKEgYmFuZ2tva5IBEWd5bmVjb2xvZ2lzdF9vbmx54AEA!16s%2Fg%2F11yc6d2fxj?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Lullalita Clinic (ลัลลลิตาคลินิกเวชกรรม),0x30e29718b39f58fd:0xb7c9688ca327ecaa,ลัลลลิตาคลินิก คลินิกเฉพาะทางผิวหนัง Lullalita clinic,,,13.7361219,100.4340583,"https://www.google.com/maps/place/%E0%B8%A5%E0%B8%B1%E0%B8%A5%E0%B8%A5%E0%B8%A5%E0%B8%B4%E0%B8%95%E0%B8%B2%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81+%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B9%80%E0%B8%89%E0%B8%9E%E0%B8%B2%E0%B8%B0%E0%B8%97%E0%B8%B2%E0%B8%87%E0%B8%9C%E0%B8%B4%E0%B8%A7%E0%B8%AB%E0%B8%99%E0%B8%B1%E0%B8%87+Lullalita+clinic/@13.7361219,100.4340583,17z/data=!3m1!4b1!4m6!3m5!1s0x30e29718b39f58fd:0xb7c9688ca327ecaa!8m2!3d13.7361219!4d100.4340583!16s%2Fg%2F11kqycd9wx?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D"
โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล,0x30e2a3db3418d1fb:0x75488923f0dc9f06,โรงพยาบาลบางปะกอก 9 อินเตอร์เนชั่นแนล (ฺBPK9),,,13.6818553,100.4746087,"https://www.google.com/maps/place/%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%9A%E0%B8%B2%E0%B8%87%E0%B8%9B%E0%B8%B0%E0%B8%81%E0%B8%AD%E0%B8%81+9+%E0%B8%AD%E0%B8%B4%E0%B8%99%E0%B9%80%E0%B8%95%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%99%E0%B8%8A%E0%B8%B1%E0%B9%88%E0%B8%99%E0%B9%81%E0%B8%99%E0%B8%A5+(%E0%B8%BABPK9)/@13.6818553,100.4746087,17z/data=!3m1!4b1!4m6!3m5!1s0x30e2a3db3418d1fb:0x75488923f0dc9f06!8m2!3d13.6818553!4d100.4746087!16s%2Fg%2F1tfhx0sg?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D"
Hathaitip Clinic (หทัยทิพย์ คลินิก),0x30e2993ae897cf93:0x56a2d3c8b59ff61d,Hathaitip Clinic - หทัยทิพย์ คลินิก สาขา พรานนก ศัลยกรรมตกแต่งความงาม,,,13.7524832,100.4500452,"https://www.google.com/maps/place/Hathaitip+Clinic+-+%E0%B8%AB%E0%B8%97%E0%B8%B1%E0%B8%A2%E0%B8%97%E0%B8%B4%E0%B8%9E%E0%B8%A2%E0%B9%8C+%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2+%E0%B8%9E%E0%B8%A3%E0%B8%B2%E0%B8%99%E0%B8%99%E0%B8%81+%E0%B8%A8%E0%B8%B1%E0%B8%A5%E0%B8%A2%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B8%95%E0%B8%81%E0%B9%81%E0%B8%95%E0%B9%88%E0%B8%87%E0%B8%84%E0%B8%A7%E0%B8%B2%E0%B8%A1%E0%B8%87%E0%B8%B2%E0%B8%A1/@13.7524832,100.4500452,17z/data=!3m1!4b1!4m6!3m5!1s0x30e2993ae897cf93:0x56a2d3c8b59ff61d!8m2!3d13.7524832!4d100.4500452!16s%2Fg%2F11v6t2ccwj?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Perfect Figure Slimming u0026 Spa,0x30e29dcd28ab75a1:0x477cee98c61f05a5,Perfect Figure,,,13.8014665,100.5821946,"https://www.google.com/maps/place/Perfect+Figure/@13.8014665,100.5821946,17z/data=!3m1!4b1!4m6!3m5!1s0x30e29dcd28ab75a1:0x477cee98c61f05a5!8m2!3d13.8014665!4d100.5821946!16s%2Fg%2F11h2brjqlj?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
ธรรศสหคลินิก Tutt Medical Clinic,0x30e29db96a017a09:0x829e7c36bf615b65,ธรรศสหคลินิก(เวชกรรมเเละการแพทย์แผนไทย),,,13.8053567,100.5901042,"https://www.google.com/maps/place/%E0%B8%98%E0%B8%A3%E0%B8%A3%E0%B8%A8%E0%B8%AA%E0%B8%AB%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81(%E0%B9%80%E0%B8%A7%E0%B8%8A%E0%B8%81%E0%B8%A3%E0%B8%A3%E0%B8%A1%E0%B9%80%E0%B9%80%E0%B8%A5%E0%B8%B0%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B9%81%E0%B8%9E%E0%B8%97%E0%B8%A2%E0%B9%8C%E0%B9%81%E0%B8%9C%E0%B8%99%E0%B9%84%E0%B8%97%E0%B8%A2)/@13.8053567,100.5901042,17z/data=!3m1!4b1!4m6!3m5!1s0x30e29db96a017a09:0x829e7c36bf615b65!8m2!3d13.8053567!4d100.5901042!16s%2Fg%2F11c52bybfq?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
ศูนย์รักษาไมเกรน หมอแวร์สมิงสหคลินิก,0x311d60767ab4e743:0x212326bd6fad5be0,ศูนย์รักษาไมเกรนและโรคปวดหลังเรื้อรัง คลินิกหมอแวร์สมิง,,,13.6861735,100.64847,"https://www.google.com/maps/place/%E0%B8%A8%E0%B8%B9%E0%B8%99%E0%B8%A2%E0%B9%8C%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B8%B2%E0%B9%84%E0%B8%A1%E0%B9%80%E0%B8%81%E0%B8%A3%E0%B8%99%E0%B9%81%E0%B8%A5%E0%B8%B0%E0%B9%82%E0%B8%A3%E0%B8%84%E0%B8%9B%E0%B8%A7%E0%B8%94%E0%B8%AB%E0%B8%A5%E0%B8%B1%E0%B8%87%E0%B9%80%E0%B8%A3%E0%B8%B7%E0%B9%89%E0%B8%AD%E0%B8%A3%E0%B8%B1%E0%B8%87+%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81%E0%B8%AB%E0%B8%A1%E0%B8%AD%E0%B9%81%E0%B8%A7%E0%B8%A3%E0%B9%8C%E0%B8%AA%E0%B8%A1%E0%B8%B4%E0%B8%87/@13.6861735,100.64847,17z/data=!3m1!4b1!4m6!3m5!1s0x311d60767ab4e743:0x212326bd6fad5be0!8m2!3d13.6861735!4d100.64847!16s%2Fg%2F11bzv88pc4?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D"
โรงพยาบาลรวมใจรักษ์ @สุขุมวิท 62,0x30e29fd12f3da8cd:0xc937bb7c61880f1f,โรงพยาบาลรวมใจรักษ์ สุขุมวิท 62,,,13.6934917,100.6017318,"https://www.google.com/maps/place/%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%A3%E0%B8%A7%E0%B8%A1%E0%B9%83%E0%B8%88%E0%B8%A3%E0%B8%B1%E0%B8%81%E0%B8%A9%E0%B9%8C+%E0%B8%AA%E0%B8%B8%E0%B8%82%E0%B8%B8%E0%B8%A1%E0%B8%A7%E0%B8%B4%E0%B8%97+62/@13.6934917,100.6017318,17z/data=!3m1!4b1!4m6!3m5!1s0x30e29fd12f3da8cd:0xc937bb7c61880f1f!8m2!3d13.6934917!4d100.6017318!16s%2Fg%2F11q8ymwd6z?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
โรงพยาบาลจุฬารัตน์ 9 แอร์พอร์ต,0x311d675c44231f8d:0xe91a0c9c82ca8dbe,โรงพยาบาลจุฬารัตน์ 9 แอร์พอร์ต,,,13.677462,100.7225039,"https://www.google.com/maps/place/%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%88%E0%B8%B8%E0%B8%AC%E0%B8%B2%E0%B8%A3%E0%B8%B1%E0%B8%95%E0%B8%99%E0%B9%8C+9+%E0%B9%81%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%9E%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%95/@13.677462,100.7225039,17z/data=!3m1!4b1!4m6!3m5!1s0x311d675c44231f8d:0xe91a0c9c82ca8dbe!8m2!3d13.677462!4d100.7225039!16s%2Fg%2F11cs1llnzb?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
โรงพยาบาลวิมุต-เทพธารินทร์ พระราม 4,0x30e29fa0dcd36b41:0x3dbf1e470699a61c,โรงพยาบาลวิมุต-เทพธารินทร์ พระราม 4,,,13.71458,100.5767172,"https://www.google.com/maps/place/%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B8%A7%E0%B8%B4%E0%B8%A1%E0%B8%B8%E0%B8%95-%E0%B9%80%E0%B8%97%E0%B8%9E%E0%B8%98%E0%B8%B2%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B9%8C+%E0%B8%9E%E0%B8%A3%E0%B8%B0%E0%B8%A3%E0%B8%B2%E0%B8%A1+4/@13.71458,100.5767172,17z/data=!3m1!4b1!4m6!3m5!1s0x30e29fa0dcd36b41:0x3dbf1e470699a61c!8m2!3d13.71458!4d100.5767172!16s%2Fg%2F1tdqq_1p?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D"
Slender Slimming u0026 Skincare,0x311d7d54871edc11:0x7359137962d1d3c2,Slender slimming & skincare,,,13.9004242,100.6370275,"https://www.google.com/maps/place/Slender+slimming+%26+skincare/@13.9004242,100.6370275,17z/data=!3m1!4b1!4m6!3m5!1s0x311d7d54871edc11:0x7359137962d1d3c2!8m2!3d13.9004242!4d100.6370275!16s%2Fg%2F11fwhh9kwq?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Karaboon Wellness (การบูร สหคลินิก),0x30e29d6679bd76e3:0xe07f73fdf2d18b91,การบูร สหคลินิก Karaboon Sahaclinic,,,13.7645644,100.5986941,"https://www.google.com/maps/place/%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%9A%E0%B8%B9%E0%B8%A3+%E0%B8%AA%E0%B8%AB%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81+Karaboon+Sahaclinic/@13.7645644,100.5986941,17z/data=!3m1!4b1!4m6!3m5!1s0x30e29d6679bd76e3:0xe07f73fdf2d18b91!8m2!3d13.7645644!4d100.5986941!16s%2Fg%2F11xh30vzth?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D"
โรงพยาบาลเกษมราษฎร์ ประชาชื่น,0x30e29dc7e1bb556b:0x10a210f32d43c8a3,โรงพยาบาลเกษมราษฎร์ ประชาชื่น,,,13.8318577,100.5388777,"https://www.google.com/maps/place/%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B9%80%E0%B8%81%E0%B8%A9%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A9%E0%B8%8E%E0%B8%A3%E0%B9%8C+%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B8%8A%E0%B8%B2%E0%B8%8A%E0%B8%B7%E0%B9%88%E0%B8%99/@13.8318577,100.5388777,17z/data=!3m1!4b1!4m6!3m5!1s0x30e29dc7e1bb556b:0x10a210f32d43c8a3!8m2!3d13.8318577!4d100.5388777!16s%2Fg%2F11n60fvyc9?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
โรงพยาบาลเกษมราษฎร์ รามคำแหง,0x311d63d7a67a108b:0x5f35861d9631fd08,โรงพยาบาลเกษมราษฎร์ รามคำแหง,,,13.7796526,100.6763046,"https://www.google.com/maps/place/%E0%B9%82%E0%B8%A3%E0%B8%87%E0%B8%9E%E0%B8%A2%E0%B8%B2%E0%B8%9A%E0%B8%B2%E0%B8%A5%E0%B9%80%E0%B8%81%E0%B8%A9%E0%B8%A1%E0%B8%A3%E0%B8%B2%E0%B8%A9%E0%B8%8E%E0%B8%A3%E0%B9%8C+%E0%B8%A3%E0%B8%B2%E0%B8%A1%E0%B8%84%E0%B8%B3%E0%B9%81%E0%B8%AB%E0%B8%87/@13.7796526,100.6763046,17z/data=!3m1!4b1!4m6!3m5!1s0x311d63d7a67a108b:0x5f35861d9631fd08!8m2!3d13.7796526!4d100.6763046!16s%2Fg%2F1w8w7gk5?entry=ttu&g_ep=EgoyMDI2MDUxMy4wIKXMDSoASAFQAw%3D%3D"
Lystra Clinic (ลิสตร้าคลินิก),0x30e29d45246b9ae3:0xdf3fbfaa3633aca,Lystra Clinic ลิสตร้าคลินิก,,,13.8399993,100.5797921,"https://www.google.com/maps/place/Lystra+Clinic+%E0%B8%A5%E0%B8%B4%E0%B8%AA%E0%B8%95%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%84%E0%B8%A5%E0%B8%B4%E0%B8%99%E0%B8%B4%E0%B8%81/@13.8399993,100.5797921,17z/data=!3m1!4b1!4m6!3m5!1s0x30e29d45246b9ae3:0xdf3fbfaa3633aca!8m2!3d13.8399993!4d100.5797921!16s%2Fg%2F11wx8plh18?entry=ttu&g_ep=EgoyMDI2MDUxNy4wIKXMDSoASAFQAw%3D%3D"
